"","dependent.var","independent.var","dependent.var.value","independent.var.value","numbers","se","min","max","repeat.var","repeat.var.value","p.value"
"115","impact_score","mantika_label","2","Sebha","2% (0%-3%)",NA,-0.000328326145495664,0.0321418856779068,NA,NA,1.34964442251405e-41
"116","impact_score","mantika_label","3","Sebha","38% (30%-46%)",NA,0.30280585646278,0.458041214076733,NA,NA,1.34964442251405e-41
"117","impact_score","mantika_label","1","Sirt","82% (78%-86%)",NA,0.783960267010392,0.862663336932887,NA,NA,1.34964442251405e-41
"118","impact_score","mantika_label","2","Sirt","10% (7%-13%)",NA,0.066991936326094,0.132100934283097,NA,NA,1.34964442251405e-41
"119","impact_score","mantika_label","3","Sirt","8% (5%-10%)",NA,0.0523997123691416,0.101883813078389,NA,NA,1.34964442251405e-41
"120","impact_score","mantika_label","1","Tripoli","73% (65%-80%)",NA,0.652741182524713,0.802238423683044,NA,NA,1.34964442251405e-41
"121","impact_score","mantika_label","2","Tripoli","0%",NA,4.32747161554954e-05,0.00339650960409277,NA,NA,1.34964442251405e-41
"122","impact_score","mantika_label","3","Tripoli","27% (20%-35%)",NA,0.196045387598909,0.345535221873086,NA,NA,1.34964442251405e-41
"123","impact_score","mantika_label","1","Ubari","81% (77%-84%)",NA,0.76573192875263,0.844428848179401,NA,NA,1.34964442251405e-41
"124","impact_score","mantika_label","2","Ubari","4% (3%-6%)",NA,0.0277516746155677,0.0603862599929465,NA,NA,1.34964442251405e-41
"125","impact_score","mantika_label","3","Ubari","15% (11%-19%)",NA,0.111979242725785,0.18972204573367,NA,NA,1.34964442251405e-41
"126","impact_score","mantika_label","1","Wadi Ashshati","97% (94%-99%)",NA,0.941419660416424,0.989105287459925,NA,NA,1.34964442251405e-41
"127","impact_score","mantika_label","2","Wadi Ashshati","0%",NA,0.000181132564760508,0.00229250352179847,NA,NA,1.34964442251405e-41
"128","impact_score","mantika_label","3","Wadi Ashshati","3% (1%-6%)",NA,0.00965389561288886,0.0573475204242032,NA,NA,1.34964442251405e-41
"129","impact_score","mantika_label","1","Zwara","79% (72%-86%)",NA,0.722550571852209,0.864713481009842,NA,NA,1.34964442251405e-41
"130","impact_score","mantika_label","2","Zwara","8% (4%-13%)",NA,0.0357784229641193,0.133295991845603,NA,NA,1.34964442251405e-41
"131","impact_score","mantika_label","3","Zwara","12% (6%-18%)",NA,0.0644453824267431,0.179216149901484,NA,NA,1.34964442251405e-41
"132","protection_score","mantika_label","1","Al Jabal Al Gharbi","73% (66%-80%)",NA,0.664448646176284,0.802978476195317,NA,NA,2.32105895837257e-16
"133","protection_score","mantika_label","2","Al Jabal Al Gharbi","9% (5%-14%)",NA,0.0500083294954404,0.138365874129964,NA,NA,2.32105895837257e-16
"134","protection_score","mantika_label","3","Al Jabal Al Gharbi","17% (11%-23%)",NA,0.112626890767474,0.231571783235522,NA,NA,2.32105895837257e-16
"135","protection_score","mantika_label","1","Aljfara","83% (76%-90%)",NA,0.759407336364616,0.900249387013395,NA,NA,2.32105895837257e-16
